Aanat
Gkn2
Glb1
Gli3
Glp1r
Glp2r
Gm10768
Gnai1
Gnaq
Gnas
Gnrh1
Gnrhr
Got1
Gpam
Gper1
Gpi1
Gpld1
Gpr150
Gpr173
Gpr22
Gpr82
Gpr83
Gpx1
Grb10
Grb14
Gria1
Gsk3a
Gsk3b
Gstm5
Gstp1
Gusb
Hadh
Hadha
Hcls1
Hcn2
Hcrtr1
Hcrtr2
Hdac3
Hdac6
Hdac8
Hdac9
Hes1
Hhex
Hmga1
Hmgb1
Hmgb2
Hmgcs2
Hmox1
Hnmt
Hnrnpu
Hoxa10
Hoxa11
Hpn
Hsd11b2
Hsf1
Hsp90aa1
Hspa8
Htr7
Idh1
Ifna
Ifnb1
Igf1
Igf1r
Igfbp1
Igfbp2
Igfbp5
Ikbkb
Il10
Il17a
Il18
Il1rn
Il3
Il6
Inhba
Inhbb
Inpp5k
Inppl1
Ins1
Insig1
Insig2
Insr
Iqgap1
Irf1
Irs1
Irs2
Isl1
Itga2
Itga3
Itgb3
Jak2
Jun
Junb
Jund
Kat2b
Kbtbd2
Kcnj8
Kcnma1
Kcnq1
Kdm6a
Khk
Kl
Klf11
Klf15
Klf2
Klf3
Klf4
Klf5
Klf9
Kmt2d
Kras
Krt19
Lcat
Lcn8
Lep
Lepr
Lhcgr
Lncbate10
Lnclep
Lnpep
Lonp1
Lox
Lpin1
Lpin2
Lpin3
Lrp2
Lrp5
Lrrc25
Lta4h
Lyn
Maob
Map1b
Map2k1
Map3k7
Mapk1
Mapk14
Mapkap1
Mb
Mbp
Mc4r
Mdk
Mdm2
Me1
Meak7
Med1
Mef2c
Mettl21c
Mgarp
Mir125a
Mir125b-1
Mir126a
Mir142
Mir143
Mir145a
Mir146
Mir148a
Mir155
Mir18
Mir195a
Mir206
Mir207
Mir21a
Mir223
Mir297-1
Mir3065
Mir338
Mir423
Mir451a
Mir466
Mir486
Mir493
Mir574
Mir672
Mir708
Mirlet7e
Mkks
Mme
Mmp13
Mmp14
Mmp19
Mmp2
Mrtfa
Msi1
Mstn
Mtor
Myo5a
Myod1
Naip1
Naip2
Naip6
Ncf2
Ncoa1
Ncoa2
Ncoa3
Ncoa4
Nefl
Nfe2l2
Nfkb1
Nkx2-1
Nkx2-2
Nkx3-1
Nkx6-1
Nono
Nos1
Nos2
Nos3
Notch1
Npas4
Npc1
Npffr1
Npffr2
Nppa
Npr2
Nr1d1
Nr1h3
Nr3c1
Nr3c2
Nr4a1
Nr4a2
Nr4a3
Nr5a1
Nsmf
Ntrk3
Nudc
Ocstamp
Ogt
Oprk1
Otc
Otop1
Oxct1
Oxt
Oxtr
P2ry4
P2ry6
Pak1
Pappa
Paqr7
Paqr8
Parp1
Pax8
Pck1
Pck2
Pcna
Pcsk9
Pdcd7
Pde4d
Pdpk1
Pdx1
Pelp1
Pf4
Phb1
Phex
Pid1
Pik3ca
Pik3r1
Pik3r2
Pklr
Pkm
Plcb1
Plcd1
Pld1
Pld2
Pln
Pnpt1
Pomc
Por
Pou4f2
Ppara
Pparg
Ppargc1a
Ppp1r9b
Prkaa1
Prkaa2
Prkaca
Prkar1a
Prkcb
Prkcd
Prkce
Prkcg
Prkci
Prkcz
Prkd1
Prkdc
Prkn
Prlh
Prokr1
Prokr2
Pten
Ptgdr
Ptgds
Ptger1
Ptger2
Ptger3
Ptger4
Ptgfr
Ptpn1
Ptpru
Ptprv
Qrfpr
Qrfprl
Rab10
Rab13
Rab31
Rab8a
Ramp1
Ramp2
Ramp3
Ran
Rangap1
Rara
Rb1
Rbbp5
Rbbp7
Rbfox2
Rbp4
Rbx1
Rcan1
Rdx
Reg1
Reg2
Reg3a
Reg3b
Reg3d
Reg3g
Rela
Rerg
Rest
Retn
Rhoq
Rock1
Rock2
Rpl27
Rpl32
Rps6
Rps6kb1
Rxra
S100b
Scap
Scgb1a1
Scly
Scn11a
Scnn1a
Scnn1b
Scnn1g
Scx
Serpina11
Serpina1a
Serpina1b
Serpina1c
Serpina1d
Serpina1e
Serpina3c
Serpina3f
Serpina3g
Serpina3h
Serpina3i
Serpina3k
Serpina3m
Serpina3n
Serpina7
Serpinf1
Sesn2
Sesn3
Sfr1
Sfrp1
Sgk1
Shc1
Shoc2
Sirt1
Sirt6
Slc10a1
Slc12a3
Slc24a4
Slc25a33
Slc26a5
Slc27a1
Slc2a1
Slc2a4
Slc30a10
Slc34a2
Slc39a14
Slc9a1
Slco1a4
Slco1b2
Slit3
Smad3
Smad6
Smyd3
Socs2
Sorbs1
Sord
Sort1
Sost
Sox10
Sox30
Sp1
Sp7
Spp1
Src
Srd5a2
Srebf1
Srebf2
Srf
Srsf5
Srsf6
Sst
Sstr2
Sstr4
Sstr5
Star
Stat1
Stat2
Stat3
Stat4
Stat5a
Stat5b
Stat6
Stc1
Stc2
Steap2
Stk39
Sts
Stxbp3
Sult1a1
Sva
Syap1
Tac1
Tacr1
Tat
Tbc1d4
Tbl1x
Tbx2
Tcf12
Tcrb
Tek
Tfpi
Tgfb1
Tgfb2
Tgfb3
Tgfbr1
Tgfbr3
Thrb
Timp1
Timp2
Timp3
Timp4
Tnc
Tnf
Tnfrsf11a
Tnfsf4
Tomm70a
Top1
Trarg1
Trerf1
Trh
Trib3
Trim24
Trim25
Trim63
Trpv4
Tsc1
Tsc2
Tshr
Tspo
Txnip
Ube2l3
Ube3a
Uchl3
Ucn
Ucn3
Ucp1
Ucp2
Ucp3
Ugt1a6a
Ugt1a6b
Umodl1
Uprt
Uqcrfs1
Uri1
Usf1
Usp8
Vamp2
Vgf
Vps13c
Vps54
Wbp2
Wdtc1
Wnt1
Wnt10b
Wnt7a
Wt1
Xbp1
Yap1
Ywhag
Yy1
Zbed3
Zbtb7b
Zfp36
Zfp366
Zfp36l1
Zfp36l2
Zfp747
Zfp747l1
Zfp764
mt-Cytb
mt-Nd3
n-TUtca2
